ds,yhat,State
2023-12-22,217783335.96555454,Arizona
2023-12-23,226275646.5867215,Arizona
2023-12-24,219658915.5060476,Arizona
2023-12-25,224656567.02222908,Arizona
2023-12-26,221720892.86227584,Arizona
2023-12-27,239209035.46046245,Arizona
2023-12-28,216342069.26195383,Arizona
2023-12-29,221320772.53913245,Arizona
2023-12-30,229269725.97602272,Arizona
2023-12-31,222026507.9704636,Arizona
2024-01-01,226332986.6125397,Arizona
2024-01-02,222661671.55965167,Arizona
2024-01-03,239391097.0678715,Arizona
2024-01-04,215764271.41084933,Arizona
2024-01-05,220003803.8066057,Arizona
2024-01-06,227255364.06657606,Arizona
2024-01-07,219376263.6519107,Arizona
2024-01-08,223126176.06195176,Arizona
2024-01-09,218992976.4437096,Arizona
2024-01-10,235367686.57395172,Arizona
2024-01-11,211502573.12466267,Arizona
2024-01-12,215626020.43252474,Arizona
2024-01-13,222885840.2171654,Arizona
2024-01-14,215137811.08697557,Arizona
2024-01-15,219136466.71237442,Arizona
2024-01-16,215361110.29658395,Arizona
2024-01-17,232191036.0829552,Arizona
2024-01-18,208863997.41349453,Arizona
2024-01-19,213591531.4239941,Arizona
2024-01-20,221502789.27674788,Arizona
2024-01-21,214433649.2175766,Arizona
2024-01-22,219118114.2315454,Arizona
2024-01-23,216014953.77334976,Arizona
2024-01-24,233483551.64361793,Arizona
2024-01-25,210742980.8860493,Arizona
2024-01-26,215987897.73404303,Arizona
2024-01-27,224332886.55658677,Arizona
2024-01-28,217602017.74800882,Arizona
2023-12-04,110640912.94018075,Arkansas
2023-12-05,106598365.56856081,Arkansas
2023-12-06,117508559.83542319,Arkansas
2023-12-07,105094304.62838352,Arkansas
2023-12-08,106022596.01658681,Arkansas
2023-12-09,110482688.93836825,Arkansas
2023-12-10,107214287.36167276,Arkansas
2023-12-11,109723421.33072613,Arkansas
2023-12-12,106069917.8928901,Arkansas
2023-12-13,117395047.69458306,Arkansas
2023-12-14,105408975.80398133,Arkansas
2023-12-15,106765667.20441073,Arkansas
2023-12-16,111641338.7764804,Arkansas
2023-12-17,108763028.37339614,Arkansas
2023-12-18,111624838.53385195,Arkansas
2023-12-19,108275751.35093276,Arkansas
2023-12-20,119847586.49925454,Arkansas
2023-12-21,108042722.15978907,Arkansas
2023-12-22,109509221.68716131,Arkansas
2023-12-23,114419451.6695451,Arkansas
